"Time","Date","---","Sensor Name","Data"
"12:21:45","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:45","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:46","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:46","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:47","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:48","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:48","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:49","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:49","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:50","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:50","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:51","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:52","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:52","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:53","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:53","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:54","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:55","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:55","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:57","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:57","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:58","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:59","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:21:59","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:22:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:22:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:22:01","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:22:01","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:22:02","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:50","7/11/17","DATA","ACCEL_Y:","0.00"
"12:23:51","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:51","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:52","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:53","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:53","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:54","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:54","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:55","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:57","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:57","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:58","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:58","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:23:59","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:01","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:01","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:02","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:03","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:03","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:04","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:04","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:05","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:05","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:06","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:07","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:07","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:08","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:08","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:09","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:09","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:10","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:11","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:11","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:12","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:12","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:13","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:14","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:14","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:15","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:15","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:16","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:16","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:17","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:18","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:18","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:19","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:19","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:20","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:20","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:21","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:22","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:22","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:23","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:23","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:24","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:25","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:25","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:26","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:26","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:27","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:27","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:28","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:29","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:29","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:30","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:30","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:31","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:31","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:32","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:33","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:33","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:34","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:34","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:35","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:36","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:36","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:37","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:37","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:38","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:38","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:39","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:40","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:40","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:41","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:41","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:42","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:43","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:43","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:44","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:44","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:45","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:45","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:46","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:47","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:47","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:48","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:48","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:49","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:49","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:50","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:51","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:51","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:52","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:52","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:53","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:54","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:54","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:55","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:55","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:56","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:57","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:58","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:58","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:59","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:24:59","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:00","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:01","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:02","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:02","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:03","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:03","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:04","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:05","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:05","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:06","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:06","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:07","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:07","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:08","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:09","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:09","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:10","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:10","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:11","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:11","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:12","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:13","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:13","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:14","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:14","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:15","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:16","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:16","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:17","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:17","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:18","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:18","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:19","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:20","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:20","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:21","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:21","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:22","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:23","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:23","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:24","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:24","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:25","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:25","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:26","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:27","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:27","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:28","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:28","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:29","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:29","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:30","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:31","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:31","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:32","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:32","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:33","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:34","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:34","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:35","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:35","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:36","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:36","7/11/17","DATA","ACCEL_Y:","-0.94"
"12:25:37","7/11/17","DATA","ACCEL_Y:","-0.94"
